產品包裝,名稱,下片日期,目錄路徑,簡介,演員,授權,連結,圖片,更新日期
卡通199-兒童,Poli波力S1,2018-06-28,卡通199/車車精選/Poli波力S1 卡通199/2+推薦/Poli波力S1 ,第1話【布姆鎮的救援小隊】，布姆鎮是個和平可愛的小鎮，但總是難免發生意外，救援小隊成員必須各自發揮本事幫忙解決問題。第2話【校車哥哥的禮物】，喜歡小朋友的校車哥哥因為想送小朋友們一份禮物，而陷入危機，救援小隊能成功救出他們嗎？,"波力,安寶,羅伊,赫利",,http://mod.cht.com.tw/video/drama-details.php?id=245659,http://mod.cht.com.tw/img/iappic/245659.jpg,2017-10-06 21:55:42
卡通199-兒童,TOMICA多美交通世界,2018-06-28,卡通199/精選兒童/TOMICA多美交通世界 卡通199/車車精選/TOMICA多美交通世界 ,「親愛的我把玩具FUN大了！」由多美小汽車與鐵道王國所組成的巨大城市，佈滿高樓大廈、商店及加油站等，生動有趣如現實生活場景，讓大朋友跟著小朋友盡情探險，重溫兒時趣事！,"車東次郎,早織,巡警,碇署長,青井佑二",,http://mod.cht.com.tw/video/drama-details.php?id=238792,http://mod.cht.com.tw/img/iappic/238792.jpg,2017-10-06 21:55:42
卡通199-兒童,YOYO嘻遊記,2018-06-28,卡通199/兒童節目/YOYO嘻遊記 ,提到南投竹山，很多人一定都會先想到滿山遍野的竹林，但其實竹山可是擁有很多僅此一地，別無分號的獨特景致與創意美食喔~你看過水裡面的螢火蟲嗎？從樹頂看世界是什麼模樣？想知道地震是怎麼引起的？讓我們把地層剖開說給你聽。米香米香，米為什麼會變胖？當番薯遇上奶茶又會是什麼滋味？,YOYO哥哥姐姐,,http://mod.cht.com.tw/video/drama-details.php?id=258423,http://mod.cht.com.tw/img/iappic/258423.jpg,2017-10-06 21:55:42
卡通199-兒童,恰恰特快車S4,2017-12-28,卡通199/卡通明星/恰恰特快車S4 ,故事的舞台是一個叫「Chuggington」的小鎮，在這裡住著許多火車，他們和人類一起生活一起從事各種各樣的工作。主人公是住在這個小鎮上的小見習火車3人組，他們是威爾遜、可可和布魯斯特。故事描述了生活在Chuggington鎮的3人，在火車前輩的指導下經歷各種各樣的事情，一起歡笑難過，一起成長的過程，既讓人輕鬆愉悅，也不乏溫馨感動,"威爾遜,可可,布魯斯特",,http://mod.cht.com.tw/video/drama-details.php?id=412682,http://mod.cht.com.tw/img/iappic/412682.jpg,2017-10-06 21:55:42
卡通199-兒童,魔法精靈,2017-12-28,卡通199/2+推薦/魔法精靈 ,雙胞胎精靈姐妹亮亮和晶晶，與人類好友莉亞的魔法冒險。三人一起告訴學齡前兒童，每個失誤都是機會，能學會在下一次做得更好。,,,http://mod.cht.com.tw/video/drama-details.php?id=423233,http://mod.cht.com.tw/img/iappic/423233.jpg,2017-10-06 21:55:42
卡通199-兒童,剪刀石頭布S1,2017-12-27,卡通199/兒童節目/剪刀石頭布S1 卡通199/本週上架 ,跳脫傳統的美術、勞作，以多元素材、多種類型、並且把不同種類的技法結合再創作出新的DIY內容，讓孩子在新奇又好玩的DIY過程中，培養美感、訓練小肌肉、注意力、耐心…等，還可以讓觀察力變得更出色，越做越聰明。,"泡芙姐姐,牛奶哥哥",,http://mod.cht.com.tw/video/drama-details.php?id=463385,http://mod.cht.com.tw/img/iappic/463385.jpg,2017-10-06 21:55:42
卡通199-兒童,YOYO嘻遊記S13,2018-06-28,卡通199/兒童節目/YOYO嘻遊記S13 ,全新探索美食、旅遊的節目。為小朋友提供好玩、好吃的風景介紹，以親子同遊的角度規劃，以及經由各地方的人士所提供的獨家玩法，讓父母親們對於假日親子同遊有一個最具體的行程規劃。,"東森YOYO家族哥哥,姐姐",,http://mod.cht.com.tw/video/drama-details.php?id=451664,http://mod.cht.com.tw/img/iappic/451664.jpg,2017-10-06 21:55:42
卡通199-兒童,哈囉!梅西 S1,2018-06-28,卡通199/精選兒童/哈囉!梅西 S1 ,生活上的各種問題，梅西都會幫你一一解答喔！,梅西,,http://mod.cht.com.tw/video/drama-details.php?id=381442,http://mod.cht.com.tw/img/iappic/381442.jpg,2017-10-06 21:55:42
卡通199-兒童,萌學園4時空戰役,2020-02-27,卡通199/兒童節目/萌學園4時空戰役 ,力量強大的海地司進入反噬鏡，破壞時空封印的部分結界，不慎開啟時空裂縫！竄出的闇黑氣息連帶影響日月潮汐，夸克族即將滅亡？！萌學園人心惶惶學生們紛紛出走，長老會新派任的校長要如何重振萌學園，追查出隱藏在反噬鏡裡的秘密？,,,http://mod.cht.com.tw/video/drama-details.php?id=422570,http://mod.cht.com.tw/img/iappic/422570.jpg,2017-10-06 21:55:42
卡通199-兒童,生活裡的科學,2017-12-28,卡通199/兒童節目/生活裡的科學 ,教導孩子生活中常見現象的科學原理，讓兒童了解科學的意義，透過了解科學內容，將概念應用在人與自然之間的問題解決方式。,"王伯源,陳瑋薇 (主持人)",,http://mod.cht.com.tw/video/drama-details.php?id=429546,http://mod.cht.com.tw/img/iappic/429546.jpg,2017-10-06 21:55:42
卡通199-兒童,豬豬俠之變身戰隊,2019-09-27,卡通199/精選兒童/豬豬俠之變身戰隊 ,第1集《英雄！一分為五》，豬豬俠變成了五靈王之後迷失了自我，神秘人救了迷失心智的豬豬俠。研究社根據騎士長提供的資料，製造了轉換裝置，將菲菲恢復了原貌。神秘人又將四個新的五靈鎖交給了超人強等人，從此研究社的五人都獲得了變身的能力。第2集《鼠怪！實驗失敗的產物》，玫瑰公主一直想要把變成魔晶的哥哥恢復原樣，根據魔晶的指示，她也讓工匠製作了一個轉換裝置，但由於轉換裝置上的符文錯誤，導致實驗失敗，製造出了新的怪獸，給城市造成混亂，超人強，波比，菲菲聯手，拯救了城市。,,,http://mod.cht.com.tw/video/drama-details.php?id=455432,http://mod.cht.com.tw/img/iappic/455432.jpg,2017-10-06 21:55:42
卡通199-兒童,超級總動員S10,2018-04-26,卡通199/兒童節目/超級總動員S10 ,【汐止國小 VS三多國小】，1.超級快遞  2.頂尖對決 3.超級飛球 4.杯杯相扣 5.一拍即合 6.心手相連,"鍾欣凌,郭彥均",,http://mod.cht.com.tw/video/drama-details.php?id=437658,http://mod.cht.com.tw/img/iappic/437658.jpg,2017-10-06 21:55:42
卡通199-兒童,機甲戰龍2,2017-12-28,卡通199/精選兒童/機甲戰龍2 ,慵懶的夏天裡，湯姆和他三位同學找到一個奇怪的棋盤遊戲。他們並不知道的是，每當他們擲一次骰子，就等於打開了一道通往過去的門，進入一個變成恐龍的次元！有塊名為「冰石」的石頭連結著地球與恐龍的世界。當孩子們在地球過著自己的生活時，邪惡的尼西隆正在破壞恐龍世界！棋盤遊戲將會警告他們立刻行動，拯救救人類與恐龍。,,,http://mod.cht.com.tw/video/drama-details.php?id=412727,http://mod.cht.com.tw/img/iappic/412727.jpg,2017-10-06 21:55:42
卡通199-兒童,積木戰士,2017-12-28,卡通199/精選兒童/積木戰士 ,第1集 【勇者紅狼戰士現身!】，大神紅蓮因為爸爸工作的關係，搬來了貝哈姆市。來到陌生的環境和學校，讓紅蓮覺得有些不安。沒想到在學校第一天就認識了有趣的青嵐，兩個人很快就成了好朋友。青嵐帶他去一個新的購物中心，在一家骨董玩具店認識了懷特先生，懷特先生送給他們一個神奇的積木，就這樣展開了不可思議的旅程…,大神紅蓮,,http://mod.cht.com.tw/video/drama-details.php?id=427541,http://mod.cht.com.tw/img/iappic/427541.jpg,2017-10-06 21:55:42
