產品包裝,名稱,下片日期,目錄路徑,簡介,演員,授權,連結,圖片,更新日期
戲劇199,完美的妻子,2018-01-11,戲劇苑-戲劇199/韓劇/完美的妻子 ,沈在福的丈夫具正熙是個優柔寡斷的懦弱男人。為了貼補家用，在福於律師事務所擔任實習職員，抱著有朝一日成為正式職員的希望努力工作，卻仍因學歷不佳及已婚身份遭到淘汰。雪上加霜的是，丈夫居然在公司搞外遇，甚至因頂撞上司遭到開除。衰運連連的在福逐漸發現，這一連串的事件，似乎都是有人刻意安排…,"高素榮,趙如晶,尹相鉉,盛駿",,http://mod.cht.com.tw/video/drama-details.php?id=457719,http://mod.cht.com.tw/img/iappic/457719.jpg,2017-10-06 21:54:32
戲劇199,密會,2017-12-14,戲劇苑-戲劇199/韓劇/密會 ,講述為了追求成功而只顧眼前利益的藝術財團企劃室長與天才鋼琴家之間的故事，描繪40歲女人與20歲少年的愛情。,"金喜愛,劉亞仁,朴赫權",,http://mod.cht.com.tw/video/drama-details.php?id=451200,http://mod.cht.com.tw/img/iappic/451200.jpg,2017-10-06 21:54:32
戲劇199,前男友,2018-01-04,戲劇苑-戲劇199/時裝．偶像劇/前男友 ,獨立、優秀的上質女孩—林春嬌，在外人眼中工作、戀愛 、生活諸事順利。春嬌本以為自己能拋開過去，掌握人生、追求幸福…… 某日，卻巧遇初戀前男友—賴志明，十年後的意外重逢竟是如此驚嚇與狼狽不堪！當「志明與春嬌」再度重逢，究竟還會發生什麼樣的火花……,"楊祐寧,李千娜,黃志瑋",,http://mod.cht.com.tw/video/drama-details.php?id=457074,http://mod.cht.com.tw/img/iappic/457074.jpg,2017-10-06 21:54:32
戲劇199,搖滾情人,2018-03-22,戲劇苑-戲劇199/韓劇/搖滾情人 ,"敏基,韓哲,姜赫跟基峻四人原本組了搖滾樂團，但沒有成名落得解散四人各自發展，敏基被經紀公司老闆騙錢欠了高利貸毒蛇一億，但仍未放棄音樂夢，這時得知故鄉下頭鹿里的奶奶過世，敏基回家鄉奔喪，鄰居大叔尚德告知奶奶留了一萬坪地給敏基，敏基突發奇想回家鄉種白菜，依照週期論白菜收成可以賺一大筆錢，不只可以還債還能出專輯，於是便找回以前的兄弟一起回家鄉…","李洪基,李荷妮,朴敏雨,李施彥,郭東延",,http://mod.cht.com.tw/video/drama-details.php?id=446661,http://mod.cht.com.tw/img/iappic/446661.jpg,2017-10-06 21:54:32
戲劇199,珍珠人生,2017-11-23,戲劇苑-戲劇199/時裝．偶像劇/珍珠人生 ,四十二年前，產婆在一陣慌亂中，替紀家長子偏室麗卿接生下一對雙生兒女－明達與珍珠。然而，算命師鐵口認定小珍珠剋父剋母，紀母決定將小珍珠送走，在麗卿哀求下，小珍珠被送往嗜賭如命的外婆雜睬嬤家中。,"楊可涵,陳冠霖,陳志強",,http://mod.cht.com.tw/video/drama-details.php?id=427227,http://mod.cht.com.tw/img/iappic/427227.jpg,2017-10-06 21:54:32
戲劇199,麻醉風暴,2017-12-28,戲劇苑-戲劇199/時裝．偶像劇/麻醉風暴 ,麻醉醫師蕭政勳堅持先完成急診手術延誤了VIP病患的麻醉工作，因此得罪醫院高層時值示範刀前夕，將親自執刀的院長陳顯榮要求他千萬別再出問題但示範刀的術前會議上，連日失眠的蕭政勳卻恍神了…,"黃健瑋,吳慷仁,許瑋甯,黃仲崑",,http://mod.cht.com.tw/video/drama-details.php?id=410925,http://mod.cht.com.tw/img/iappic/410925.jpg,2017-10-06 21:54:32
戲劇199,含笑食堂,2017-11-23,戲劇苑-戲劇199/時裝．偶像劇/含笑食堂 ,「陽光農園」的美麗溫室和菜園在陽光下綻放引人的風姿。梳著一頭又黑又亮西裝頭的貴德站在溫室裡，看起來40多歲的他，雙眼炯炯有神。然而，這只是貴德記憶中的自己…鏡子反射出他真實的樣子，一個遺忘了自己的家、遺忘了錯誤，甚至失去自己曾經擁有過的夢想、期望、快樂的六十歲暮年男人…但不幸的，20年前貴德棄家離去是第一次；在女兒含笑四十歲的這一天，她竟要因為貴德的外遇對象櫻子的到來，接受第二次的震撼與打擊…,"龍劭華,苗可麗,呂雪鳳,楊可涵",,http://mod.cht.com.tw/video/drama-details.php?id=431827,http://mod.cht.com.tw/img/iappic/431827.jpg,2017-10-06 21:54:32
戲劇199,藍色海洋的傳說,2017-12-28,戲劇苑-戲劇199/韓劇/藍色海洋的傳說 ,ꀀ改編自韓國首部野史集《於于野談》中的人魚故事，峽谷縣令金聃齡將漁夫捕到的人魚重新放回大海。場景來到現代，講述了地球上處於滅絕危機的最後一隻人魚遇到了都市的天才騙子後，在適應陸地生活的過程中發生的一系列故事。,"全智賢,李敏鎬",,http://mod.cht.com.tw/video/drama-details.php?id=435970,http://mod.cht.com.tw/img/iappic/435970.jpg,2017-10-06 21:54:32
戲劇199,失去你的那一天,2018-03-08,戲劇苑-戲劇199/時裝．偶像劇/失去你的那一天 戲劇苑-戲劇199/最新上架/全劇完載/失去你的那一天 ,眼看何萱為校園流浪狗補狗大隊所苦，澤青決定決定在校園內舉辦抗議音樂會，抗議校園撲殺流浪狗的政策。澤青邊唱歌、邊喝酒，眾人起哄時，甚至脫了褲子抗議。校方無法忍受樂團的放肆，對於帶頭作亂的澤青，更是下令記大過。由於父親過世得早，澤銘、澤青兩兄弟都靠母親含辛茹苦拉拔長大。,"王傳一,李千娜,陳奕,莫允雯,古斌,路嘉欣",,http://mod.cht.com.tw/video/drama-details.php?id=461283,http://mod.cht.com.tw/img/iappic/461283.jpg,2017-10-06 21:54:32
戲劇199,流星蝴蝶劍,2017-11-30,戲劇苑-戲劇199/古裝．歷史劇/流星蝴蝶劍 ,金槍李出高價讓高老大去刺殺楊天彪，高老大收了銀票後卻殺了金槍李，因為楊天彪已先金槍李付了銀票，但高老大承諾了就還會替金槍李殺楊天彪。葉翔和孟星魂厭倦了替高老大做刺客，他刺殺楊天彪後，高老大又指使他去刺殺孫玉伯。,"陳楚河,陳意涵,王艷",,http://mod.cht.com.tw/video/drama-details.php?id=428434,http://mod.cht.com.tw/img/iappic/428434.jpg,2017-10-06 21:54:32
